Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
115.000000	18	96.983245	48.258919	-54.277169	30.105747	-53.910947	24.554063	0.877407	20.020738	17.230961	14.451712	11.725059	9.313002	7.155047	5.077926	3.094512	1.820933	1.180518	0.642536	31.302092	30.302910	0.192403	0.289889	0.295078	0.315894	0.226451	0.158772	0.420517	-0.620477	-0.576819	-0.037112	-0.148899	-49384.141066	3636.590222	49993.289454	1504.763346	-49997.181400	621.272655	49382.136475	-1184.226246	-49384.647344	2025.409842	-1149.165413	644.832736	1037.423426	-1276.452097	-49115.446240	0.679951
116.000000	18	97.796564	48.274941	-54.246651	30.116428	-53.926206	24.769449	1.136814	20.226537	17.337578	14.580567	11.821604	9.388285	7.229817	5.099350	3.115820	1.829142	1.180518	0.646686	31.605002	30.565623	0.190303	0.293277	0.296752	0.319959	0.227284	0.159619	0.422151	-0.624641	-0.607634	-0.039621	-0.149728	-49384.141066	3670.157226	49993.289454	1498.735014	-49997.181400	612.118017	49382.136475	-1184.226246	-49384.647344	2019.306751	-1150.672496	621.946143	1032.902178	-1281.029416	-49115.446240	0.679951
117.000000	18	98.649556	48.280282	-54.261910	30.127110	-53.956725	25.001404	1.342814	20.363736	17.529487	14.623519	11.939604	9.506587	7.261861	5.142198	3.126474	1.841457	1.197157	0.642536	31.882669	30.802064	0.188204	0.297511	0.300099	0.321585	0.226451	0.163853	0.418883	-0.630471	-0.605968	-0.042967	-0.152216	-49384.141066	3696.095365	49993.289454	1488.185434	-49997.181400	606.014926	49382.136475	-1190.329338	-49384.647344	2010.152113	-1159.714993	615.843052	1026.873846	-1281.029416	-49115.446240	0.679951
118.000000	18	99.502548	48.306986	-54.261910	30.143132	-53.910947	25.200222	1.617481	20.569534	17.657427	14.838278	12.036149	9.560360	7.336632	5.217182	3.179744	1.849666	1.209636	0.654987	32.109851	31.169862	0.194503	0.299205	0.301772	0.323211	0.235615	0.163853	0.420517	-0.634635	-0.605968	-0.047986	-0.157191	-49384.141066	3726.610822	49993.289454	1485.171269	-49997.181400	596.860289	49382.136475	-1191.855111	-49384.647344	2007.100568	-1164.236242	602.111096	1023.859681	-1287.132507	-49115.446240	0.679951
119.000000	18	100.256355	48.323008	-54.246651	30.143132	-53.941465	25.382473	1.869259	20.603834	17.764043	14.924181	12.143421	9.635643	7.411402	5.217182	3.169090	1.866085	1.213796	0.667439	32.362276	31.380032	0.188204	0.301745	0.303446	0.326463	0.235615	0.166394	0.418883	-0.642131	-0.605136	-0.056352	-0.156362	-49384.141066	3757.126280	49993.289454	1476.128772	-49997.181400	586.179879	49382.136475	-1201.009748	-49384.647344	2004.049022	-1173.278739	589.904913	1022.352598	-1291.709826	-49115.446240	0.679951
120.000000	18	101.109348	48.344371	-54.261910	30.164495	-53.910947	25.630996	2.121036	20.878232	17.913306	15.010085	12.250694	9.721681	7.475491	5.227894	3.264976	1.878399	1.222115	0.654987	32.564215	31.616473	0.192403	0.305980	0.306793	0.332154	0.235615	0.163853	0.418883	-0.647961	-0.631787	-0.058861	-0.163825	-49384.141066	3789.167510	49993.289454	1465.579192	-49997.181400	572.447923	49382.136475	-1211.690158	-49384.647344	2000.997476	-1179.307070	579.224503	1011.803018	-1290.184053	-49115.446240	0.679951
121.000000	18	102.002014	48.349712	-54.277169	30.169836	-53.926206	25.813246	2.380444	21.049731	18.019923	15.117464	12.336512	9.786210	7.528898	5.302878	3.264976	1.882504	1.251233	0.671589	32.816640	31.905457	0.194503	0.306827	0.309304	0.334593	0.234782	0.172322	0.420517	-0.657122	-0.630954	-0.057188	-0.165483	-49384.141066	3816.631422	49993.289454	1459.550860	-49997.181400	566.344831	49382.136475	-1207.112840	-49384.647344	1991.842839	-1179.307070	568.544092	1007.281769	-1299.338690	-49115.446240	0.679951
122.000000	18	102.795495	48.365734	-54.231391	30.180517	-53.941465	26.045200	2.609333	21.186930	18.233155	15.203368	12.443785	9.904512	7.582306	5.345726	3.296938	1.890714	1.247073	0.675740	33.094307	32.141898	0.194503	0.311061	0.313488	0.337032	0.245613	0.171475	0.421334	-0.662119	-0.630121	-0.064717	-0.167970	-49384.141066	3841.043788	49993.289454	1453.522529	-49997.181400	551.087102	49382.136475	-1214.741704	-49384.647344	1988.791293	-1188.349567	554.812136	1004.267603	-1299.338690	-49115.446240	0.679951
123.000000	18	103.668325	48.371075	-54.216132	30.180517	-53.926206	26.210882	2.891629	21.358429	18.361095	15.310747	12.529603	9.947530	7.646395	5.388574	3.307592	1.915342	1.259552	0.684041	33.296247	32.404610	0.196602	0.314449	0.315162	0.338658	0.243114	0.170628	0.420517	-0.663785	-0.632620	-0.076428	-0.172946	-49384.141066	3877.662337	49993.289454	1444.480032	-49997.181400	543.458238	49382.136475	-1217.793250	-49384.647344	1979.636656	-1194.377899	548.709045	1001.253438	-1302.390236	-49115.446240	0.679951
124.000000	18	104.481643	48.397778	-54.216132	30.201880	-53.926206	26.459405	3.128147	21.495628	18.489035	15.482554	12.636875	10.033568	7.699802	5.409998	3.360862	1.935866	1.259552	0.684041	33.523429	32.693594	0.198702	0.316989	0.318509	0.342723	0.245613	0.170628	0.418883	-0.669615	-0.655939	-0.077264	-0.172116	-49384.141066	3906.652022	49993.289454	1439.958783	-49997.181400	535.829373	49382.136475	-1223.896341	-49384.647344	1972.007791	-1201.913313	528.873997	996.732189	-1306.967555	-49115.446240	0.679951
125.000000	18	105.314798	48.408460	-54.216132	30.201880	-53.926206	26.641655	3.387555	21.667127	18.616975	15.589933	12.733421	10.130361	7.742528	5.474270	3.360862	1.952285	1.267872	0.696493	33.700127	32.930035	0.196602	0.318683	0.318509	0.344349	0.243947	0.177403	0.421334	-0.675445	-0.658438	-0.080610	-0.173775	-49384.141066	3937.167480	49993.289454	1433.930452	-49997.181400	526.674736	49382.136475	-1222.370568	-49384.647344	1972.007791	-1206.434562	518.193587	983.168443	-1303.916009	-49115.446240	0.679951
126.000000	18	106.167791	48.429823	-54.231391	30.223243	-53.987243	26.840474	3.639332	21.804326	18.744914	15.761740	12.872875	10.151870	7.817298	5.506406	3.424786	1.968704	1.284510	0.704794	34.003036	33.192748	0.198702	0.323765	0.320182	0.349227	0.248946	0.178250	0.420517	-0.678776	-0.655107	-0.085629	-0.176262	-49384.141066	3967.682937	49993.289454	1427.902120	-49997.181400	514.468553	49382.136475	-1234.576751	-49384.647344	1964.378927	-1210.955810	513.616269	986.182609	-1308.493327	-49115.446240	0.679951
127.000000	18	106.981109	48.435163	-54.170354	30.217902	-53.910947	27.088997	3.875851	22.010124	18.936824	15.826168	12.969420	10.237908	7.913432	5.559966	3.446094	1.981018	1.301149	0.713095	34.331188	33.455460	0.198702	0.328846	0.321856	0.348414	0.252278	0.177403	0.420517	-0.684606	-0.682591	-0.095668	-0.178750	-49384.141066	4001.249941	49993.289454	1420.366706	-49997.181400	514.468553	49382.136475	-1240.679843	-49384.647344	1961.327381	-1216.984142	496.832767	984.675526	-1305.441782	-49115.446240	0.679951
128.000000	18	107.834101	48.456526	-54.200873	30.233924	-53.926206	27.287815	4.127628	22.181623	19.043440	15.997975	13.044511	10.334700	7.956158	5.602814	3.488710	1.989227	1.313628	0.725546	34.583613	33.744444	0.200802	0.330540	0.325203	0.354105	0.254778	0.179097	0.420517	-0.690436	-0.682591	-0.096504	-0.179579	-49384.141066	4036.342717	49993.289454	1411.324209	-49997.181400	500.736597	49382.136475	-1248.308707	-49384.647344	1961.327381	-1218.491224	487.678130	969.604698	-1313.070646	-49115.446240	0.679951
129.000000	18	108.647420	48.467208	-54.139836	30.239265	-53.910947	27.453497	4.394665	22.421721	19.214026	16.040927	13.151784	10.409983	8.041609	5.645662	3.478056	2.013856	1.309468	0.729697	34.760310	33.928343	0.202901	0.333080	0.331061	0.355731	0.253112	0.177403	0.422151	-0.697932	-0.683423	-0.098177	-0.183725	-49384.141066	4066.858175	49993.289454	1405.295877	-49997.181400	487.004641	49382.136475	-1252.886026	-49384.647344	1949.121198	-1226.026639	473.946174	969.604698	-1313.070646	-49115.446240	0.679951
130.000000	18	109.500412	48.477889	-54.109317	30.249947	-53.926206	27.685452	4.631184	22.558920	19.341966	16.169782	13.259056	10.506776	8.073654	5.656374	3.499364	2.017960	1.317788	0.729697	35.088462	34.243598	0.205001	0.337315	0.331898	0.359796	0.254778	0.181638	0.424602	-0.702929	-0.682591	-0.107379	-0.184554	-49384.141066	4095.847859	49993.289454	1396.253380	-49997.181400	479.375777	49382.136475	-1263.566436	-49384.647344	1950.646971	-1239.590384	458.688445	960.562201	-1322.225283	-49115.446240	0.679951
131.000000	18	110.293893	48.488571	-54.094058	30.244606	-53.910947	27.867702	4.882962	22.696119	19.427259	16.320113	13.355601	10.582059	8.169787	5.742070	3.531326	2.034379	1.334426	0.729697	35.340887	34.558853	0.209200	0.342396	0.336082	0.360609	0.262276	0.183332	0.423785	-0.711257	-0.709242	-0.118253	-0.185383	-49384.141066	4126.363317	49993.289454	1391.732132	-49997.181400	471.746912	49382.136475	-1258.989117	-49384.647344	1938.440788	-1238.083302	452.585353	960.562201	-1323.751056	-49115.446240	0.679951
132.000000	18	111.166723	48.515275	-54.078799	30.276650	-53.971984	28.116225	5.142369	22.799018	19.555199	16.427492	13.462874	10.678852	8.191150	5.752782	3.541980	2.050798	1.342746	0.737998	35.618554	34.690209	0.209200	0.343243	0.337756	0.362235	0.260610	0.183332	0.422151	-0.717087	-0.707576	-0.118253	-0.192846	-49384.141066	4162.981866	49993.289454	1393.239215	-49997.181400	468.695367	49382.136475	-1268.143755	-49384.647344	1933.863469	-1244.111633	437.327625	956.040952	-1319.173738	-49115.446240	0.679951
133.000000	18	111.960204	48.536637	-54.017762	30.271310	-53.926206	28.315043	5.386517	23.004817	19.768432	16.534872	13.559419	10.754135	8.244557	5.817054	3.595250	2.071322	1.351065	0.746299	35.896221	35.084278	0.211300	0.346631	0.338592	0.363861	0.261443	0.183332	0.422151	-0.721251	-0.707576	-0.118253	-0.192846	-49384.141066	4193.497324	49993.289454	1382.689635	-49997.181400	448.860319	49382.136475	-1269.669528	-49384.647344	1930.811924	-1254.661213	429.698760	950.012621	-1328.328375	-49115.446240	0.679951
134.000000	18	112.793359	48.547319	-53.987243	30.292673	-53.941465	28.580134	5.638295	23.210615	19.917695	16.663727	13.655965	10.840172	8.319328	5.859902	3.616558	2.083636	1.367704	0.754600	36.072919	35.346990	0.213400	0.350865	0.341103	0.365487	0.260610	0.184178	0.421334	-0.725416	-0.708409	-0.126619	-0.195334	-49384.141066	4217.909690	49993.289454	1376.661303	-49997.181400	439.705682	49382.136475	-1271.195301	-49384.647344	1926.234605	-1257.675379	411.389486	948.505538	-1334.431466	-49115.446240	0.679951
135.000000	18	113.626514	48.558000	-53.987243	30.298013	-53.926206	28.745816	5.890072	23.382114	20.002988	16.792582	13.773964	10.893946	8.383417	5.902750	3.659174	2.091846	1.376023	0.746299	36.274858	35.530889	0.213400	0.353406	0.342776	0.369553	0.262276	0.188413	0.420517	-0.732911	-0.733394	-0.134984	-0.197821	-49384.141066	4254.528239	49993.289454	1366.111723	-49997.181400	432.076818	49382.136475	-1283.401484	-49384.647344	1920.131514	-1263.703710	406.812167	943.984289	-1337.483012	-49115.446240	0.679951
136.000000	18	114.400159	48.568682	-53.971984	30.303354	-53.941465	28.944634	6.134220	23.587913	20.152251	16.857010	13.838328	10.979984	8.458187	5.924174	3.669829	2.116474	1.384342	0.762901	36.552526	35.793601	0.219699	0.355946	0.345287	0.371179	0.271441	0.191800	0.420517	-0.741240	-0.735893	-0.134147	-0.199480	-49384.141066	4283.517924	49993.289454	1372.140055	-49997.181400	421.396407	49382.136475	-1283.401484	-49384.647344	1917.079968	-1265.210793	391.554438	937.955958	-1337.483012	-49115.446240	0.679951
137.000000	18	115.292825	48.590045	-53.941465	30.324717	-53.926206	29.160021	6.385998	23.725112	20.301514	17.071769	13.945601	11.055267	8.511594	5.977734	3.712445	2.136998	1.392662	0.771202	36.830193	36.030043	0.217599	0.360181	0.348634	0.376057	0.271441	0.190107	0.420517	-0.745404	-0.734227	-0.136657	-0.201138	-49384.141066	4323.188019	49993.289454	1369.125889	-49997.181400	416.819089	49382.136475	-1291.030348	-49384.647344	1907.925330	-1272.746207	382.399801	928.913461	-1340.534558	-49115.446240	0.679951
138.000000	18	116.066469	48.600726	-53.941465	30.335398	-53.956725	29.342271	6.630146	23.862311	20.493423	17.157672	14.063600	11.130550	8.575683	6.009870	3.744407	2.145207	1.405141	0.767051	37.006890	36.292755	0.217599	0.361875	0.351981	0.376870	0.270608	0.190107	0.422151	-0.748736	-0.739224	-0.144185	-0.206113	-49384.141066	4349.126158	49993.289454	1360.083392	-49997.181400	407.664451	49382.136475	-1295.607667	-49384.647344	1909.451103	-1272.746207	370.193618	927.406378	-1343.586104	-49115.446240	0.679951
139.000000	18	116.919462	48.616749	-53.895688	30.346080	-53.941465	29.590794	6.897183	24.136709	20.557393	17.286527	14.160146	11.205833	8.629091	6.063430	3.765715	2.157522	1.417620	0.775352	37.360285	36.502925	0.217599	0.366956	0.353655	0.380935	0.270608	0.190954	0.421334	-0.752900	-0.737559	-0.150877	-0.206942	-49384.141066	4384.218934	49993.289454	1354.055060	-49997.181400	398.509814	49382.136475	-1303.236531	-49384.647344	1904.873785	-1280.281621	368.667845	919.870964	-1342.060331	-49115.446240	0.679951
140.000000	18	117.831965	48.638112	-53.910947	30.346080	-53.910947	29.855885	7.171850	24.273908	20.770626	17.458334	14.278145	11.313380	8.725224	6.095566	3.797677	2.178045	1.434258	0.779503	37.562224	36.818180	0.217599	0.371190	0.356166	0.385000	0.278106	0.196035	0.423785	-0.763727	-0.765876	-0.155060	-0.207771	-49384.141066	4420.837483	49993.289454	1351.040895	-49997.181400	386.303631	49382.136475	-1306.288077	-49384.647344	1900.296466	-1287.817036	348.832797	918.363881	-1351.214968	-49115.446240	0.679951
141.000000	18	118.645283	48.643452	-53.926206	30.356761	-53.910947	30.054703	7.431257	24.445407	20.941212	17.587190	14.385418	11.399418	8.735905	6.149126	3.840293	2.194464	1.446738	0.791954	37.814649	37.159706	0.219699	0.372037	0.362023	0.385813	0.277273	0.196035	0.422968	-0.766225	-0.762544	-0.157570	-0.213576	-49384.141066	4455.930259	49993.289454	1340.491315	-49997.181400	381.726312	49382.136475	-1313.916941	-49384.647344	1892.667602	-1290.831201	338.152387	910.828466	-1349.689195	-49115.446240	0.679951
142.000000	18	119.399091	48.664815	-53.926206	30.367443	-53.910947	30.220385	7.667776	24.616905	21.069152	17.716045	14.481963	11.474701	8.810676	6.202686	3.850947	2.214988	1.471696	0.787804	37.940861	37.317334	0.225998	0.373731	0.361186	0.389065	0.279773	0.195188	0.422151	-0.772055	-0.765043	-0.164262	-0.215234	-49384.141066	4492.548809	49993.289454	1337.477149	-49997.181400	371.045902	49382.136475	-1312.391168	-49384.647344	1886.564510	-1296.859533	327.471977	909.321384	-1352.740741	-49115.446240	0.679951
143.000000	18	120.172735	48.670156	-53.895688	30.378124	-53.941465	30.402635	7.911924	24.788404	21.239738	17.844900	14.567781	11.517720	8.864083	6.213398	3.872255	2.239616	1.492494	0.787804	38.294256	37.632589	0.223898	0.377965	0.365371	0.389878	0.278106	0.196882	0.422151	-0.773721	-0.765876	-0.172627	-0.215234	-49384.141066	4524.590039	49993.289454	1337.477149	-49997.181400	363.417038	49382.136475	-1313.916941	-49384.647344	1886.564510	-1308.916196	318.317340	910.828466	-1349.689195	-49115.446240	0.679951
144.000000	18	120.966216	48.696860	-53.865169	30.383465	-53.926206	30.651158	8.156072	24.891303	21.325031	17.995231	14.642872	11.603758	8.949535	6.266958	3.904217	2.247826	1.509133	0.791954	38.521438	37.842759	0.221799	0.380506	0.367044	0.392317	0.279773	0.196035	0.422151	-0.777052	-0.795025	-0.173463	-0.221039	-49384.141066	4555.105497	49993.289454	1329.941735	-49997.181400	349.685082	49382.136475	-1323.071579	-49384.647344	1886.564510	-1310.423279	306.111157	909.321384	-1358.843833	-49115.446240	0.679951
145.000000	18	121.720023	48.702200	-53.865169	30.388806	-53.926206	30.833408	8.392590	25.131402	21.431648	18.081135	14.771599	11.711305	8.949535	6.320517	3.914871	2.264245	1.517452	0.796105	38.723378	38.105471	0.223898	0.381353	0.368718	0.394756	0.287271	0.196035	0.421334	-0.782882	-0.795858	-0.175136	-0.221039	-49384.141066	4587.146727	49993.289454	1332.955900	-49997.181400	337.478899	49382.136475	-1327.648897	-49384.647344	1881.987191	-1314.944527	292.379201	898.771804	-1358.843833	-49115.446240	0.679951
146.000000	18	122.513504	48.723563	-53.865169	30.404828	-53.971984	31.065363	8.621479	25.337200	21.644881	18.145562	14.857417	11.797343	9.067031	6.352653	3.968141	2.272454	1.525771	0.787804	39.102015	38.420726	0.225998	0.388128	0.370391	0.398008	0.286438	0.202810	0.422968	-0.789545	-0.796691	-0.180155	-0.223526	-49384.141066	4614.610639	49993.289454	1329.941735	-49997.181400	332.901580	49382.136475	-1332.226216	-49384.647344	1877.409873	-1317.958693	283.224564	903.293052	-1364.946924	-49115.446240	0.679951
147.000000	18	123.267312	48.744926	-53.849910	30.420850	-53.910947	31.231045	8.865627	25.474399	21.772820	18.295894	14.964690	11.872626	9.088394	6.395501	3.989449	2.288873	1.534091	0.800255	39.228227	38.630896	0.228098	0.391516	0.374576	0.398008	0.287271	0.203657	0.436039	-0.794542	-0.795858	-0.187684	-0.228501	-49384.141066	4652.754961	49993.289454	1322.406320	-49997.181400	325.272716	49382.136475	-1335.277762	-49384.647344	1877.409873	-1331.522439	269.492608	895.757638	-1366.472697	-49115.446240	0.679951
148.000000	18	124.060793	48.766289	-53.834651	30.426191	-53.926206	31.496136	9.132664	25.645898	21.922083	18.381797	15.082690	11.926399	9.163165	6.459773	4.010757	2.297083	1.534091	0.800255	39.531137	38.893609	0.225998	0.427932	0.376249	0.401260	0.287271	0.202810	0.436856	-0.801205	-0.795858	-0.193540	-0.230989	-49384.141066	4689.373510	49993.289454	1317.885072	-49997.181400	316.118079	49382.136475	-1341.380853	-49384.647344	1871.306781	-1330.015356	260.337970	897.264721	-1372.575788	-49115.446240	0.679951
149.000000	18	124.814600	48.787652	-53.849910	30.431532	-53.941465	31.678386	9.384442	25.885996	22.113993	18.532128	15.157780	12.023192	9.216572	6.524045	4.042719	2.309397	1.542410	0.808556	39.834047	39.130050	0.230197	0.429626	0.377086	0.400447	0.285605	0.202810	0.439307	-0.807035	-0.827507	-0.196886	-0.232647	-49384.141066	4715.311649	49993.289454	1314.870906	-49997.181400	305.437668	49382.136475	-1349.009717	-49384.647344	1868.255236	-1334.536604	252.709106	886.715141	-1377.153107	-49115.446240	0.679951
150.000000	18	125.647755	48.803674	-53.834651	30.442213	-53.956725	31.943477	9.620960	26.023195	22.220609	18.660983	15.265053	12.098475	9.302024	6.545469	4.064027	2.334025	1.563208	0.812707	39.985501	39.392762	0.234397	0.430473	0.380433	0.405325	0.298102	0.201963	0.437673	-0.812865	-0.825008	-0.198559	-0.236793	-49384.141066	4753.455971	49993.289454	1310.349657	-49997.181400	296.283031	49382.136475	-1356.638582	-49384.647344	1863.677917	-1337.550770	246.606014	882.193892	-1369.524243	-49115.446240	0.679951
151.000000	18	126.441237	48.803674	-53.834651	30.447554	-53.895688	32.125727	9.857479	26.091795	22.412519	18.768363	15.361598	12.184513	9.387476	6.588317	4.085335	2.346340	1.559049	0.816858	40.212684	39.681746	0.236496	0.433013	0.382107	0.407764	0.297269	0.203657	0.437673	-0.816196	-0.824175	-0.201068	-0.239281	-49384.141066	4783.971429	49993.289454	1314.870906	-49997.181400	288.654167	49382.136475	-1356.638582	-49384.647344	1863.677917	-1348.100350	225.245194	882.193892	-1378.678880	-49115.446240	0.679951
152.000000	18	127.135533	48.825037	-53.865169	30.452895	-53.941465	32.324546	10.132145	26.297593	22.476489	18.918694	15.415235	12.259796	9.462246	6.620453	4.149259	2.366863	1.563208	0.821008	40.465108	39.865645	0.236496	0.434707	0.385454	0.409390	0.296436	0.209585	0.440124	-0.822859	-0.825841	-0.211106	-0.240939	-49384.141066	4826.693070	49993.289454	1305.828409	-49997.181400	279.499529	49382.136475	-1359.690128	-49384.647344	1862.152144	-1346.593267	213.039011	877.672644	-1375.627334	-49115.446240	0.679951
153.000000	18	127.929014	48.835719	-53.849910	30.463576	-53.941465	32.556500	10.361034	26.469092	22.711045	19.047549	15.586871	12.335079	9.494290	6.652589	4.181221	2.379178	1.567368	0.825159	40.742776	40.233442	0.242795	0.439788	0.387128	0.411016	0.296436	0.209585	0.440941	-0.824525	-0.829172	-0.217798	-0.242597	-49384.141066	4858.734300	49993.289454	1299.800077	-49997.181400	262.716028	49382.136475	-1367.318992	-49384.647344	1854.523280	-1358.649930	209.987465	877.672644	-1383.256199	-49115.446240	0.679951
154.000000	18	128.702658	48.862423	-53.804132	30.474258	-53.941465	32.755319	10.628071	26.606291	22.775015	19.176404	15.683416	12.410362	9.569061	6.738285	4.213183	2.387387	1.584007	0.837610	40.969958	40.496155	0.244895	0.442329	0.391312	0.415081	0.296436	0.209585	0.440941	-0.832021	-0.855823	-0.220308	-0.245914	-49384.141066	4904.507487	49993.289454	1289.250497	-49997.181400	261.190255	49382.136475	-1371.896311	-49384.647344	1857.574825	-1363.171178	200.832828	873.151395	-1384.781972	-49115.446240	0.679951
155.000000	18	129.456465	48.862423	-53.834651	30.484939	-53.956725	33.003842	10.895108	26.846389	22.988247	19.326736	15.779961	12.507154	9.633150	6.781133	4.213183	2.416120	1.596486	0.833460	41.222382	40.785139	0.238596	0.444023	0.393822	0.420772	0.305600	0.211279	0.440941	-0.833686	-0.857489	-0.224490	-0.249231	-49384.141066	4954.857992	49993.289454	1286.236332	-49997.181400	248.984072	49382.136475	-1373.422084	-49384.647344	1852.997507	-1366.185344	188.626645	871.644312	-1387.833517	-49115.446240	0.679951
156.000000	18	130.210273	48.889126	-53.865169	30.495621	-53.956725	33.169524	11.123997	26.949288	23.137510	19.348211	15.876507	12.593192	9.718601	6.823981	4.234491	2.424330	1.608965	0.833460	41.373837	40.995309	0.242795	0.449104	0.396333	0.421585	0.304767	0.208738	0.441758	-0.839516	-0.854991	-0.229510	-0.250060	-49384.141066	5009.785815	49993.289454	1284.729249	-49997.181400	238.303662	49382.136475	-1381.050948	-49384.647344	1851.471734	-1375.227841	177.946235	864.108898	-1386.307744	-49115.446240	0.679951
157.000000	18	131.003754	48.899808	-53.865169	30.500961	-53.971984	33.418047	11.383404	27.086487	23.286773	19.562970	15.973052	12.657721	9.750646	6.834693	4.266453	2.448958	1.621444	0.837610	41.601019	41.284292	0.249094	0.450798	0.402191	0.424837	0.306434	0.213820	0.445026	-0.845346	-0.857489	-0.237875	-0.252548	-49384.141066	5061.662093	49993.289454	1293.771746	-49997.181400	229.149024	49382.136475	-1381.050948	-49384.647344	1848.420188	-1379.749090	164.214279	862.601815	-1389.359290	-49115.446240	0.679951
158.000000	18	131.777398	48.926511	-53.819391	30.511643	-53.926206	33.650001	11.635182	27.257986	23.393390	19.627398	16.069597	12.743758	9.825416	6.877541	4.341031	2.453063	1.625603	0.850062	41.979657	41.494462	0.242795	0.453338	0.405538	0.425650	0.306434	0.214666	0.445843	-0.847845	-0.882475	-0.242057	-0.256694	-49384.141066	5125.744554	49993.289454	1286.236332	-49997.181400	221.520160	49382.136475	-1390.205585	-49384.647344	1851.471734	-1390.298670	155.059642	864.108898	-1396.988155	-49115.446240	0.679951
159.000000	18	132.511368	48.947874	-53.819391	30.522324	-53.926206	33.848820	11.871700	27.498085	23.542653	19.734777	16.187597	12.840551	9.846779	6.920389	4.351685	2.469482	1.633923	0.858363	42.181596	41.783446	0.251194	0.456726	0.405538	0.427276	0.306434	0.216360	0.447477	-0.852842	-0.882475	-0.244567	-0.260010	-49384.141066	5189.827015	49993.289454	1302.814243	-49997.181400	213.891295	49382.136475	-1396.308677	-49384.647344	1845.368642	-1384.270338	148.956550	861.094732	-1392.410836	-49115.446240	0.679951
160.000000	18	133.285012	48.958556	-53.819391	30.538347	-53.926206	34.097342	12.115848	27.703883	23.691916	19.906584	16.294870	12.905079	9.900187	6.973949	4.383647	2.490006	1.654721	0.858363	42.434021	42.046159	0.257493	0.458420	0.408048	0.430529	0.314765	0.216360	0.445843	-0.857839	-0.881642	-0.247076	-0.264985	-49384.141066	5295.105344	49993.289454	1299.800077	-49997.181400	204.736658	49382.136475	-1394.782904	-49384.647344	1846.894415	-1397.834084	138.276140	861.094732	-1396.988155	-49115.446240	0.679951
161.000000	18	133.959471	48.969237	-53.819391	30.549028	-53.910947	34.296161	12.390515	27.841082	23.841179	20.013964	16.369960	12.980362	9.985638	7.038221	4.394301	2.494110	1.663040	0.862513	42.686446	42.308871	0.253294	0.462654	0.410559	0.433781	0.314765	0.216360	0.445843	-0.862836	-0.879976	-0.252932	-0.263327	-49384.141066	5386.651717	49993.289454	1311.856740	-49997.181400	194.056248	49382.136475	-1396.308677	-49384.647344	1846.894415	-1396.327001	124.544184	856.573484	-1395.462382	-49115.446240	0.679951
162.000000	18	134.673605	49.001282	-53.819391	30.554369	-53.910947	34.494979	12.634663	27.978281	23.990442	20.164295	16.509415	13.055645	10.081772	7.081069	4.436917	2.518739	1.675520	0.870814	43.039840	42.545312	0.257493	0.466889	0.414743	0.437033	0.315598	0.217207	0.445026	-0.867833	-0.883308	-0.257951	-0.266644	-49384.141066	5465.991907	49993.289454	1310.349657	-49997.181400	187.953157	49382.136475	-1408.514860	-49384.647344	1840.791324	-1402.355333	113.863774	858.080567	-1406.142792	-49115.446240	0.679951
