Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
362.000000	18	-16.821802	47.019868	-53.819391	29.309977	-53.956725	-1.275751	-28.916288	-0.730612	-0.659273	-0.474021	-0.225105	-0.215683	-0.151084	-0.074545	0.058119	-0.005676	-0.096501	-0.133611	0.001430	-2.693778	0.265892	0.123899	0.071648	-0.041019	0.033992	0.083399	0.418066	0.019985	0.119444	0.272398	-0.002962	-3805.434278	1901.786456	49993.289454	2621.511741	-49997.181400	1304.818906	49382.136475	-90.247090	-49384.647344	2509.079846	-41.459515	1995.141736	1225.808783	-106.184297	-49115.446240	0.679951
363.000000	18	-17.436750	47.030549	-53.834651	29.325999	-53.987243	-1.474569	-29.160436	-0.799212	-0.893829	-0.624352	-0.375286	-0.280211	-0.193810	-0.128105	-0.005806	-0.026200	-0.088182	-0.150213	-0.250995	-2.851405	0.267991	0.123052	0.067464	-0.049149	0.025660	0.084246	0.409896	0.026648	0.126107	0.273234	0.007817	-2458.102205	1891.106046	49993.289454	2626.032990	-49997.181400	1318.550862	49382.136475	-76.515135	-49384.647344	2506.028300	-26.388686	2011.925238	1221.287535	-87.875022	-49115.446240	0.679951
364.000000	18	-17.972350	47.019868	-53.834651	29.336680	-53.971984	-1.689956	-29.412214	-1.073610	-1.000445	-0.731732	-0.471832	-0.398513	-0.289944	-0.160241	-0.027114	-0.026200	-0.113140	-0.154364	-0.553905	-3.087846	0.267991	0.118817	0.062443	-0.052401	0.026493	0.082552	0.408262	0.030812	0.127773	0.273234	0.007817	-3189.037390	1862.116361	49993.289454	2633.568404	-49997.181400	1336.860136	49382.136475	-58.205860	-49384.647344	2509.079846	-11.317857	2028.708740	1230.330032	-71.091521	-49115.446240	0.679951
365.000000	18	-18.587298	47.014527	-53.819391	29.342021	-53.971984	-1.905342	-29.656362	-1.313708	-1.192355	-0.925015	-0.611286	-0.484551	-0.386077	-0.245937	-0.048422	-0.046723	-0.121459	-0.162665	-0.932542	-3.455644	0.267991	0.115430	0.058259	-0.058905	0.026493	0.082552	0.409079	0.032478	0.133602	0.277417	0.006988	-2403.847223	1849.910178	49993.289454	2633.568404	-49997.181400	1355.169411	49382.136475	-42.948131	-49384.647344	2506.028300	5.260054	2045.492241	1225.808783	-52.782246	-49115.446240	0.679951
366.000000	18	-19.162572	47.009186	-53.834651	29.347362	-53.971984	-2.104161	-29.908139	-1.416607	-1.320295	-1.053870	-0.707831	-0.613607	-0.450166	-0.267361	-0.080384	-0.071352	-0.129779	-0.158514	-1.134481	-3.692085	0.267991	0.111195	0.054074	-0.063783	0.018995	0.069002	0.407445	0.038308	0.135268	0.279926	0.008647	-2678.136302	1825.497812	49993.289454	2635.075487	-49997.181400	1362.798275	49382.136475	-21.587311	-49384.647344	2506.028300	17.316717	2065.327289	1225.808783	-37.524517	-49115.446240	0.679951
367.000000	18	-19.737846	47.009186	-53.865169	29.352702	-53.956725	-2.319547	-30.182806	-1.622406	-1.469558	-1.161249	-0.825831	-0.688890	-0.514255	-0.310209	-0.123000	-0.100085	-0.142258	-0.170966	-1.311179	-3.981069	0.263792	0.107808	0.049890	-0.064596	0.018995	0.069002	0.404994	0.040806	0.137767	0.280763	0.007817	-2206.419369	1807.188538	49993.289454	2641.103819	-49997.181400	1378.056004	49382.136475	1.299282	-49384.647344	2509.079846	32.387545	2077.533472	1228.822949	-23.792561	-49115.446240	0.679951
368.000000	18	-20.313120	47.003845	-53.865169	29.368725	-53.941465	-2.518365	-30.419324	-1.828204	-1.640144	-1.311580	-0.943831	-0.721155	-0.599707	-0.406617	-0.154962	-0.124714	-0.146417	-0.166815	-1.816028	-4.296324	0.267991	0.102727	0.045706	-0.071914	0.017329	0.070695	0.409079	0.043305	0.140265	0.282436	0.009476	-1404.651290	1784.301944	49993.289454	2647.132150	-49997.181400	1393.313733	49382.136475	10.453920	-49384.647344	2504.502527	47.458374	2088.213882	1231.837115	-8.534833	-49115.446240	0.679951
369.000000	18	-20.908231	47.003845	-53.804132	29.368725	-53.956725	-2.766888	-30.686361	-2.034003	-1.810730	-1.440436	-1.072558	-0.839457	-0.642432	-0.438753	-0.176270	-0.141133	-0.163056	-0.170966	-1.992725	-4.506494	0.261692	0.101880	0.042359	-0.074353	0.008997	0.069848	0.407445	0.046636	0.142764	0.282436	0.014451	-1467.948770	1767.518443	49993.289454	2650.146316	-49997.181400	1405.519916	49382.136475	31.814740	-49384.647344	2513.657164	58.007954	2109.574702	1225.808783	9.774442	-49115.446240	0.679951
370.000000	18	-21.463668	46.993164	-53.819391	29.374065	-53.971984	-2.965707	-30.930509	-2.136902	-1.981316	-1.569291	-1.158376	-0.925494	-0.685158	-0.513736	-0.229540	-0.173970	-0.217132	-0.166815	-2.371362	-4.821749	0.270091	0.097645	0.039012	-0.080044	0.007331	0.069002	0.397641	0.049135	0.150259	0.291638	0.016109	-1698.532446	1747.683395	49993.289454	2651.653399	-49997.181400	1422.303417	49382.136475	50.124015	-49384.647344	2510.605619	82.121280	2127.883977	1230.330032	25.032171	-49115.446240	0.679951
371.000000	18	-22.058779	46.987823	-53.849910	29.379406	-53.956725	-3.164525	-31.174657	-2.342700	-2.151903	-1.784050	-1.287103	-1.000777	-0.759929	-0.567296	-0.240194	-0.190389	-0.233770	-0.183417	-2.623787	-5.110733	0.265892	0.093411	0.033991	-0.080044	0.006498	0.069002	0.399275	0.048302	0.150259	0.290801	0.019426	-1526.725001	1730.899894	49993.289454	2656.174647	-49997.181400	1434.509600	49382.136475	69.959062	-49384.647344	2507.554073	88.149611	2141.615933	1225.808783	38.764127	-49115.446240	0.679951
372.000000	18	-22.673727	46.977142	-53.834651	29.400769	-53.941465	-3.363343	-31.403546	-2.582799	-2.258519	-1.827001	-1.394376	-1.108325	-0.877425	-0.631568	-0.293464	-0.210913	-0.250409	-0.187568	-2.901454	-5.320902	0.263792	0.090870	0.028970	-0.086548	-0.000168	0.069002	0.397641	0.052466	0.154424	0.292474	0.017768	-984.175173	1711.064846	49993.289454	2657.681730	-49997.181400	1449.767329	49382.136475	85.216791	-49384.647344	2512.131391	107.741688	2155.347889	1230.330032	50.970310	-49115.446240	0.679951
373.000000	18	-23.229163	46.977142	-53.804132	29.390088	-53.956725	-3.628434	-31.685842	-2.719998	-2.450429	-2.041760	-1.512375	-1.194362	-0.941514	-0.695840	-0.336080	-0.239646	-0.258728	-0.200019	-3.052909	-5.583615	0.263792	0.086636	0.025623	-0.086548	0.000666	0.057992	0.398458	0.054965	0.155257	0.294147	0.016938	-721.942756	1691.229799	49993.289454	2665.217144	-49997.181400	1466.550831	49382.136475	103.526065	-49384.647344	2510.605619	122.812517	2176.708709	1228.822949	72.331130	-49115.446240	0.679951
374.000000	18	-23.824274	46.961119	-53.834651	29.406110	-53.941465	-3.810685	-31.929991	-2.925796	-2.578368	-2.127664	-1.608921	-1.312664	-1.005603	-0.727976	-0.357388	-0.251960	-0.296165	-0.216621	-3.381061	-5.898870	0.263792	0.084095	0.018091	-0.096304	0.000666	0.059686	0.397641	0.054132	0.158588	0.295820	0.025230	-400.934108	1669.868978	49993.289454	2672.752559	-49997.181400	1483.334333	49382.136475	115.732249	-49384.647344	2512.131391	142.404594	2191.966438	1230.330032	90.640405	-49115.446240	0.679951
375.000000	18	-24.419385	46.961119	-53.834651	29.427473	-53.926206	-4.026071	-32.166509	-3.062995	-2.748955	-2.363898	-1.694739	-1.377193	-1.080373	-0.760112	-0.389350	-0.268379	-0.308644	-0.220772	-3.456789	-6.214125	0.265892	0.079861	0.013907	-0.095491	-0.008499	0.058839	0.400092	0.058296	0.157755	0.296657	0.022743	69.275743	1651.559704	49993.289454	2674.259641	-49997.181400	1495.540516	49382.136475	138.618842	-49384.647344	2509.079846	148.432925	2210.275713	1230.330032	101.320815	-49115.446240	0.679951
376.000000	18	-25.014496	46.961119	-53.834651	29.438154	-53.941465	-4.274594	-32.418287	-3.234494	-2.940864	-2.449802	-1.844920	-1.484740	-1.165825	-0.867232	-0.453274	-0.288903	-0.346081	-0.229073	-3.734456	-6.476837	0.267991	0.078167	0.009723	-0.102808	-0.007666	0.059686	0.391922	0.061628	0.161087	0.305022	0.023572	244.097354	1633.250429	49993.289454	2680.287973	-49997.181400	1513.849790	49382.136475	158.453889	-49384.647344	2510.605619	163.503754	2230.110760	1224.301700	118.104317	-49115.446240	0.679951
377.000000	18	-25.609607	46.955779	-53.819391	29.438154	-53.956725	-4.456844	-32.677694	-3.440292	-3.132774	-2.514229	-1.962920	-1.603042	-1.251277	-0.877944	-0.453274	-0.317636	-0.346081	-0.224922	-3.936396	-6.765821	0.267991	0.073085	0.004702	-0.102808	-0.009332	0.059686	0.387837	0.064126	0.165251	0.310041	0.022743	147.644051	1610.363836	49993.289454	2681.795056	-49997.181400	1527.581746	49382.136475	178.288937	-49384.647344	2509.079846	180.081665	2256.048899	1230.330032	131.836272	-49115.446240	0.679951
378.000000	18	-26.244392	46.961119	-53.804132	29.448836	-53.956725	-4.705367	-32.921842	-3.646091	-3.282037	-2.707512	-2.059466	-1.656815	-1.304684	-0.963640	-0.495890	-0.325846	-0.358561	-0.237374	-4.214063	-6.975991	0.272191	0.068851	0.001355	-0.110938	-0.017664	0.058839	0.390288	0.067458	0.166916	0.310877	0.023572	837.887999	1592.054561	49993.289454	2689.330470	-49997.181400	1545.891021	49382.136475	193.546665	-49384.647344	2509.079846	196.659577	2274.358174	1230.330032	151.671320	-49115.446240	0.679951
379.000000	18	-26.819666	46.950438	-53.819391	29.464858	-53.971984	-4.920754	-33.165990	-3.748990	-3.346006	-2.771940	-2.177465	-1.753608	-1.358092	-1.006488	-0.538506	-0.358684	-0.371040	-0.241524	-4.416003	-7.291246	0.270091	0.065463	-0.004503	-0.115003	-0.015998	0.057992	0.389471	0.071622	0.171081	0.309204	0.030205	1009.695444	1567.642195	49993.289454	2695.358801	-49997.181400	1561.148750	49382.136475	213.381713	-49384.647344	2513.657164	211.730405	2292.667448	1227.315866	163.877503	-49115.446240	0.679951
380.000000	18	-27.375103	46.934416	-53.804132	29.470199	-53.956725	-5.136140	-33.455916	-3.920489	-3.537916	-2.922271	-2.241829	-1.850400	-1.443543	-1.060048	-0.602430	-0.370998	-0.391838	-0.266427	-4.718912	-7.580230	0.270091	0.062076	-0.008687	-0.117442	-0.018497	0.057145	0.391105	0.073288	0.175245	0.310877	0.031035	1122.726658	1555.436012	49993.289454	2699.880050	-49997.181400	1576.406478	49382.136475	231.690987	-49384.647344	2512.131391	228.308317	2310.976723	1230.330032	191.341415	-49115.446240	0.679951
381.000000	18	-27.990051	46.934416	-53.804132	29.480880	-53.956725	-5.384663	-33.684805	-4.160587	-3.687179	-3.115554	-2.402738	-1.925684	-1.561040	-1.135032	-0.623738	-0.412045	-0.412636	-0.283030	-4.971337	-7.869214	0.267991	0.055301	-0.012871	-0.124759	-0.022663	0.044442	0.381302	0.077452	0.177744	0.316733	0.033522	1326.182844	1531.023646	49993.289454	2704.401298	-49997.181400	1594.715753	49382.136475	251.526035	-49384.647344	2513.657164	241.872062	2321.657133	1225.808783	200.496052	-49115.446240	0.679951
382.000000	18	-28.604999	46.929075	-53.804132	29.491562	-53.987243	-5.633186	-33.921323	-4.366386	-3.836442	-3.201457	-2.510010	-2.033231	-1.603766	-1.177880	-0.655700	-0.436674	-0.416796	-0.299632	-5.249004	-8.105655	0.265892	0.052760	-0.014545	-0.125572	-0.025995	0.042748	0.382119	0.076619	0.181908	0.316733	0.035181	1256.857032	1515.765917	49993.289454	2707.415464	-49997.181400	1609.973482	49382.136475	266.783764	-49384.647344	2513.657164	261.464139	2343.017953	1227.315866	215.753781	-49115.446240	0.679951
383.000000	18	-29.219947	46.913053	-53.834651	29.507584	-53.971984	-5.815436	-34.180731	-4.503585	-4.007028	-3.394740	-2.617283	-2.140778	-1.689217	-1.231440	-0.708970	-0.440778	-0.441754	-0.307933	-5.577156	-8.342096	0.261692	0.049373	-0.020402	-0.134516	-0.030994	0.044442	0.381302	0.079118	0.182741	0.318406	0.036010	1359.338667	1495.930870	49993.289454	2708.922547	-49997.181400	1625.231211	49382.136475	289.670357	-49384.647344	2509.079846	278.042051	2358.275682	1227.315866	226.434191	-49115.446240	0.679951
384.000000	18	-29.815058	46.929075	-53.819391	29.523606	-53.971984	-6.063959	-34.417249	-4.709383	-4.156291	-3.523596	-2.735283	-2.216061	-1.742625	-1.252864	-0.730278	-0.457197	-0.450073	-0.332836	-5.829581	-8.683622	0.267991	0.044291	-0.027097	-0.133703	-0.034327	0.044442	0.380485	0.079950	0.186905	0.317570	0.036010	1404.551152	1477.621595	49993.289454	2716.457961	-49997.181400	1642.014712	49382.136475	312.556950	-49384.647344	2515.182937	296.127045	2370.481865	1233.344197	253.898103	-49115.446240	0.679951
385.000000	18	-29.993591	46.913053	-53.834651	29.523606	-53.941465	-6.229641	-34.684286	-4.777983	-4.262908	-3.609499	-2.821101	-2.312854	-1.796032	-1.327848	-0.772894	-0.477721	-0.466712	-0.336986	-6.157733	-8.893792	0.261692	0.040057	-0.029607	-0.142646	-0.035993	0.044442	0.372315	0.084947	0.188571	0.322589	0.043472	1520.596532	1457.786548	49993.289454	2720.979210	-49997.181400	1646.592031	49382.136475	324.763133	-49384.647344	2507.554073	303.662459	2387.265367	1225.808783	261.526967	-49115.446240	0.679951
386.000000	18	-30.945769	46.907712	-53.804132	29.528947	-53.956725	-6.445027	-34.920804	-5.052381	-4.497464	-3.781306	-2.949828	-2.377382	-1.870802	-1.370696	-0.783548	-0.502350	-0.495830	-0.341137	-6.485885	-9.209047	0.272191	0.036669	-0.032955	-0.143459	-0.032661	0.044442	0.371498	0.084947	0.191069	0.322589	0.042643	1611.021503	1439.477273	49993.289454	2717.965044	-49997.181400	1675.581716	49382.136475	347.649726	-49384.647344	2513.657164	324.761619	2408.626187	1233.344197	278.310469	-49115.446240	0.679951
387.000000	18	-31.560717	46.913053	-53.849910	29.544969	-53.971984	-6.676982	-35.180212	-5.258179	-4.604080	-3.910161	-3.057100	-2.474174	-1.934891	-1.424256	-0.804856	-0.526978	-0.508309	-0.345287	-6.687825	-9.524302	0.270091	0.033282	-0.037139	-0.150776	-0.042659	0.045289	0.370681	0.085780	0.192735	0.327608	0.043472	1927.508903	1422.693772	49993.289454	2727.007541	-49997.181400	1695.416763	49382.136475	370.536320	-49384.647344	2515.182937	339.832448	2425.409689	1234.851280	296.619744	-49115.446240	0.679951
388.000000	18	-32.215339	46.907712	-53.834651	29.544969	-53.926206	-6.892369	-35.424360	-5.361079	-4.774666	-4.017541	-3.164373	-2.592476	-2.031025	-1.477816	-0.847472	-0.547502	-0.529107	-0.361889	-7.091704	-9.734472	0.265892	0.028200	-0.042160	-0.149963	-0.041825	0.042748	0.373132	0.088279	0.200231	0.330954	0.043472	1984.778052	1405.910270	49993.289454	2734.542956	-49997.181400	1715.251811	49382.136475	387.319821	-49384.647344	2513.657164	357.917442	2442.193191	1234.851280	311.877472	-49115.446240	0.679951
389.000000	18	-32.869961	46.891690	-53.819391	29.566332	-53.956725	-7.091187	-35.683767	-5.566877	-4.881283	-4.189348	-3.293100	-2.678514	-2.084432	-1.520664	-0.911397	-0.555711	-0.537426	-0.357739	-7.243159	-10.023456	0.265892	0.025660	-0.046344	-0.160532	-0.049324	0.028351	0.371498	0.092443	0.199398	0.330954	0.044302	2079.724271	1383.023677	49993.289454	2737.557121	-49997.181400	1724.406448	49382.136475	407.154869	-49384.647344	2518.234483	371.481188	2457.450919	1234.851280	324.083655	-49115.446240	0.679951
390.000000	18	-33.465072	46.891690	-53.819391	29.566332	-53.956725	-7.323142	-35.943175	-5.738376	-5.094516	-4.318203	-3.389645	-2.753797	-2.180565	-1.595648	-0.943359	-0.572130	-0.545746	-0.366040	-7.470341	-10.312440	0.265892	0.021425	-0.050528	-0.159719	-0.049324	0.029198	0.364145	0.093276	0.206893	0.332627	0.044302	2170.149243	1361.662856	49993.289454	2737.557121	-49997.181400	1747.293041	49382.136475	426.989916	-49384.647344	2513.657164	391.073265	2469.657102	1231.837115	340.867157	-49115.446240	0.679951
391.000000	18	-34.099857	46.891690	-53.804132	29.587695	-53.941465	-7.521960	-36.187323	-5.978474	-5.265102	-4.361155	-3.507645	-2.872099	-2.244654	-1.702768	-0.964667	-0.600863	-0.570704	-0.378491	-7.697524	-10.575152	0.265892	0.018038	-0.057222	-0.164597	-0.052656	0.027504	0.362511	0.094942	0.205228	0.332627	0.051764	2093.288017	1344.879355	49993.289454	2743.585453	-49997.181400	1765.602316	49382.136475	449.876510	-49384.647344	2513.657164	400.115762	2492.543696	1231.837115	354.599113	-49115.446240	0.679951
392.000000	18	-34.714805	46.891690	-53.804132	29.593036	-53.971984	-7.737346	-36.408582	-6.149973	-5.414365	-4.532962	-3.636372	-2.968892	-2.308743	-1.713480	-1.017937	-0.621387	-0.574863	-0.378491	-7.874221	-10.864136	0.272191	0.011263	-0.059733	-0.165410	-0.056822	0.028351	0.365779	0.097440	0.206060	0.335136	0.050106	2099.316348	1326.570080	49993.289454	2745.092536	-49997.181400	1786.963136	49382.136475	471.237330	-49384.647344	2515.182937	415.186591	2506.275652	1230.330032	372.908388	-49115.446240	0.679951
393.000000	18	-35.250404	46.870327	-53.849910	29.603717	-53.941465	-7.903028	-36.667989	-6.321472	-5.563628	-4.833624	-3.679281	-3.011910	-2.351469	-1.756328	-1.028591	-0.641911	-0.579023	-0.374341	-8.177130	-11.126848	0.263792	0.007875	-0.066427	-0.175166	-0.056822	0.028351	0.365779	0.098273	0.211058	0.332627	0.048448	2067.667609	1303.683487	49993.289454	2749.613784	-49997.181400	1799.169319	49382.136475	486.495059	-49384.647344	2512.131391	434.778668	2516.956062	1230.330032	385.114571	-49115.446240	0.679951
394.000000	18	-35.905026	46.870327	-53.834651	29.609058	-53.926206	-8.134983	-36.942656	-6.492970	-5.734214	-4.919527	-3.850917	-3.140967	-2.426239	-1.809888	-1.081861	-0.658330	-0.603981	-0.382642	-8.379070	-11.363290	0.263792	0.004488	-0.069775	-0.180857	-0.062654	0.029198	0.363328	0.099106	0.211058	0.341828	0.050935	2023.962206	1288.425758	49993.289454	2757.149198	-49997.181400	1814.427048	49382.136475	507.855879	-49384.647344	2518.234483	451.356579	2535.265336	1227.315866	406.475391	-49115.446240	0.679951
395.000000	18	-36.599322	46.848964	-53.849910	29.625080	-53.910947	-8.350370	-37.186804	-6.698769	-5.819507	-5.048383	-3.926008	-3.205496	-2.522373	-1.884872	-1.135131	-0.674749	-0.616460	-0.403395	-8.581010	-11.626002	0.267991	-0.001441	-0.073122	-0.180044	-0.063487	0.029198	0.359243	0.100772	0.211890	0.348520	0.049277	2029.990537	1264.013392	49993.289454	2763.177530	-49997.181400	1837.313641	49382.136475	530.742472	-49384.647344	2515.182937	467.934490	2548.997292	1228.822949	418.681574	-49115.446240	0.679951
396.000000	18	-37.234107	46.864986	-53.819391	29.635762	-53.926206	-8.598892	-37.446211	-6.870268	-6.054063	-5.220190	-4.033281	-3.302288	-2.607825	-1.917008	-1.135131	-0.682958	-0.645578	-0.403395	-8.833435	-11.862443	0.265892	-0.001441	-0.078143	-0.186548	-0.065154	0.015648	0.357609	0.104936	0.219386	0.351030	0.051764	2230.432557	1250.281436	49993.289454	2755.642116	-49997.181400	1857.148689	49382.136475	549.051747	-49384.647344	2516.708710	478.484070	2573.409658	1233.344197	432.413530	-49115.446240	0.679951
397.000000	18	-37.888730	46.843623	-53.804132	29.646443	-53.926206	-8.814279	-37.682730	-7.041767	-6.160680	-5.306093	-4.172735	-3.388326	-2.650550	-1.981280	-1.177747	-0.707587	-0.666376	-0.399244	-9.060617	-12.151427	0.265892	-0.008216	-0.084837	-0.186548	-0.072652	0.014801	0.356792	0.104936	0.217720	0.349357	0.059227	2207.826314	1228.920616	49993.289454	2763.177530	-49997.181400	1873.932190	49382.136475	571.938340	-49384.647344	2513.657164	496.569065	2587.141614	1233.344197	450.722805	-49115.446240	0.679951
398.000000	18	-38.563189	46.843623	-53.788873	29.657125	-53.926206	-9.029666	-37.942137	-7.247565	-6.309943	-5.434948	-4.269280	-3.506628	-2.703958	-2.034840	-1.209709	-0.732215	-0.674696	-0.419997	-9.388769	-12.387868	0.263792	-0.012450	-0.088185	-0.196305	-0.072652	0.013107	0.358426	0.102437	0.223550	0.351867	0.059227	2323.871694	1209.085568	49993.289454	2770.712944	-49997.181400	1898.344556	49382.136475	590.247615	-49384.647344	2513.657164	516.161142	2610.028207	1234.851280	464.454761	-49115.446240	0.679951
399.000000	18	-39.237648	46.838282	-53.849910	29.667806	-53.941465	-9.245052	-38.178655	-7.419064	-6.523176	-5.606755	-4.398007	-3.614175	-2.800091	-2.088400	-1.252325	-0.769158	-0.683015	-0.424147	-9.716921	-12.808208	0.265892	-0.014144	-0.093205	-0.194679	-0.079317	0.014801	0.355975	0.108267	0.224383	0.350193	0.058398	2394.704588	1190.776294	49993.289454	2775.234193	-49997.181400	1913.602285	49382.136475	611.608435	-49384.647344	2518.234483	534.246136	2626.811709	1233.344197	484.289808	-49115.446240	0.679951
400.000000	18	-39.892270	46.838282	-53.788873	29.683828	-53.941465	-9.526711	-38.438063	-7.521963	-6.715085	-5.692659	-4.516007	-3.657194	-2.832136	-2.141960	-1.284287	-0.781472	-0.687175	-0.432448	-9.994588	-12.992107	0.270091	-0.019225	-0.099063	-0.205248	-0.079317	0.013954	0.355158	0.108267	0.225216	0.353540	0.057569	2513.764134	1173.992792	49993.289454	2779.755441	-49997.181400	1939.540424	49382.136475	628.391937	-49384.647344	2518.234483	547.809882	2643.595211	1228.822949	499.547537	-49115.446240	0.679951
401.000000	18	-40.507218	46.838282	-53.804132	29.699850	-53.941465	-9.742098	-38.689840	-7.796361	-6.821702	-5.864466	-4.591098	-3.764741	-2.906906	-2.152672	-1.337557	-0.818415	-0.703813	-0.444900	-10.322740	-13.254820	0.270091	-0.023460	-0.103247	-0.209313	-0.086816	0.014801	0.355975	0.109100	0.229380	0.356049	0.058398	2548.427039	1157.209290	49993.289454	2787.290855	-49997.181400	1954.798153	49382.136475	657.381621	-49384.647344	2516.708710	565.894876	2654.275621	1227.315866	514.805266	-49115.446240	0.679951
402.000000	18	-41.102329	46.832942	-53.849910	29.705191	-53.926206	-9.924348	-38.933988	-7.967860	-7.034934	-5.950369	-4.719825	-3.818515	-2.981676	-2.227656	-1.348211	-0.838938	-0.724612	-0.457351	-10.676135	-13.491261	0.267991	-0.027694	-0.107431	-0.210939	-0.088482	0.004638	0.357609	0.112432	0.231046	0.361068	0.064202	2643.373259	1140.425789	49993.289454	2791.812104	-49997.181400	1974.633200	49382.136475	675.690896	-49384.647344	2522.811802	579.458622	2677.162214	1234.851280	525.485676	-49115.446240	0.679951
403.000000	18	-41.836299	46.811579	-53.819391	29.721213	-53.956725	-10.123166	-39.193396	-8.070759	-7.098904	-6.079225	-4.816370	-3.947571	-3.045765	-2.259792	-1.390827	-0.855357	-0.741250	-0.457351	-10.802347	-13.753973	0.270091	-0.033622	-0.113289	-0.219882	-0.085983	0.002097	0.355975	0.111599	0.231879	0.362741	0.066690	2693.106993	1123.642287	49993.289454	2794.826270	-49997.181400	1999.045567	49382.136475	690.948625	-49384.647344	2521.286029	597.543616	2700.048807	1228.822949	545.320723	-49115.446240	0.679951
404.000000	18	-42.550432	46.811579	-53.804132	29.726554	-53.971984	-10.338553	-39.407025	-8.173658	-7.312137	-6.251032	-4.945097	-4.012100	-3.109854	-2.313352	-1.433443	-0.867671	-0.749570	-0.465652	-11.105257	-14.069228	0.265892	-0.038704	-0.118310	-0.219069	-0.094314	0.003791	0.355975	0.115763	0.238542	0.362741	0.065861	2762.432805	1106.858785	49993.289454	2794.826270	-49997.181400	2020.406387	49382.136475	712.309445	-49384.647344	2516.708710	615.628610	2716.832309	1228.822949	556.001133	-49115.446240	0.679951
405.000000	18	-43.224891	46.795557	-53.819391	29.747917	-53.971984	-10.570508	-39.674062	-8.448056	-7.440077	-6.401363	-5.063097	-4.130402	-3.195306	-2.377624	-1.465405	-0.875881	-0.753729	-0.478104	-11.382924	-14.358212	0.270091	-0.042938	-0.122494	-0.226386	-0.094314	0.003791	0.355975	0.117429	0.239374	0.362741	0.066690	2872.449853	1079.394873	49993.289454	2796.333353	-49997.181400	2032.612570	49382.136475	736.721811	-49384.647344	2521.286029	627.685273	2733.615811	1231.837115	568.207316	-49115.446240	0.679951
406.000000	18	-43.939024	46.806238	-53.834651	29.753258	-53.941465	-10.736189	-39.941099	-8.653855	-7.653310	-6.508742	-5.148915	-4.194930	-3.259395	-2.420472	-1.497367	-0.904614	-0.766208	-0.473953	-11.711076	-14.673467	0.270091	-0.047173	-0.129189	-0.232890	-0.101813	0.004638	0.357609	0.120760	0.239374	0.361068	0.066690	2979.452736	1064.137144	49993.289454	2799.347518	-49997.181400	2061.602255	49382.136475	755.031086	-49384.647344	2521.286029	645.770267	2756.502404	1230.330032	588.042364	-49115.446240	0.679951
407.000000	18	-44.653157	46.795557	-53.834651	29.769280	-53.910947	-11.034417	-40.169988	-8.791054	-7.781249	-6.659073	-5.256188	-4.302477	-3.323484	-2.474032	-1.518675	-0.904614	-0.770368	-0.486405	-11.963501	-14.962451	0.270091	-0.050560	-0.130862	-0.234516	-0.102646	0.003791	0.357609	0.119094	0.245204	0.363578	0.064202	3084.948536	1048.879416	49993.289454	2805.375850	-49997.181400	2079.911529	49382.136475	773.340360	-49384.647344	2521.286029	656.319847	2776.337452	1230.330032	606.351639	-49115.446240	0.679951
