Time	Run	Horizontal Disp	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	mm	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	1	2	3	4	5	6	7	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
277.000000	3	-0.633259	32.532731	47.634053	-54.261910	27.878658	-53.971984	2.601206	2.023685	1.769832	1.567739	1.083453	0.752831	0.619526	0.321360	0.074578	0.090304	0.054076	0.033204	3.660158	3.546619	-0.002100	0.000000	-0.000837	-0.001626	-0.000833	-0.001694	-0.000817	-0.009161	-0.002499	-0.004183	-0.000829	221.255631	195.081361	255.653371	300.951474	282.899709	-163.367969	-181.085449	-184.734767	-157.157562	-207.758437	-153.672440	-170.245874	-213.923377	-123.405854	319.387920	0.000000
278.000000	3	-0.618000	32.671590	47.623371	-54.231391	27.873318	-53.941465	2.601206	2.023685	1.855126	1.589215	1.115635	0.774340	0.619526	0.310648	0.074578	0.090304	0.062395	0.041505	3.710643	3.572890	-0.004199	0.003388	0.000000	-0.000813	-0.001666	0.000000	-0.000817	-0.009994	0.000000	-0.001673	-0.000829	224.269797	196.607134	254.127598	302.458557	289.002801	-167.945288	-175.057117	-178.631675	-160.171727	-207.758437	-156.686606	-165.668555	-198.852549	-129.508946	320.886803	0.000000
279.000000	3	-0.625629	32.750938	47.623371	-54.277169	27.873318	-53.956725	2.634343	2.023685	1.855126	1.589215	1.104907	0.752831	0.630207	0.332072	0.074578	0.094409	0.049916	0.041505	3.710643	3.520347	-0.006299	0.004234	0.000000	-0.002439	0.000833	0.000847	-0.000817	-0.010827	0.001666	-0.004183	-0.000829	224.269797	195.081361	260.230690	303.965640	287.477028	-167.945288	-184.099614	-180.157448	-154.143396	-207.758437	-150.658275	-168.720101	-210.909212	-129.508946	319.387920	0.000000
280.000000	3	-0.633259	32.889798	47.639393	-54.261910	27.873318	-54.002503	2.650911	2.023685	1.812479	1.567739	1.115635	0.763585	0.619526	0.321360	0.053270	0.086200	0.058235	0.049806	3.710643	3.572890	-0.006299	0.004234	0.000000	-0.001626	-0.001666	-0.000847	-0.001634	-0.010827	0.000833	-0.001673	-0.001658	228.791045	196.607134	264.808009	300.951474	290.528574	-169.471060	-184.099614	-183.208994	-158.664645	-210.809983	-155.179523	-173.297420	-210.909212	-126.457400	323.884568	0.000000
281.000000	3	-0.633259	32.988983	47.628712	-54.246651	27.878658	-53.926206	2.684047	2.092285	1.833802	1.632167	1.115635	0.785095	0.630207	0.332072	0.085232	0.086200	0.058235	0.041505	3.685401	3.625432	0.002100	0.005928	0.000000	-0.000813	-0.001666	0.000000	-0.001634	-0.012493	0.004164	0.000000	-0.003317	227.283962	198.132907	258.704917	302.458557	295.105892	-167.945288	-179.578366	-183.208994	-160.171727	-212.335756	-156.686606	-173.297420	-215.430460	-123.405854	320.886803	0.000000
282.000000	3	-0.640889	33.108005	47.628712	-54.277169	27.873318	-53.987243	2.667479	2.023685	1.855126	1.589215	1.115635	0.795849	0.630207	0.332072	0.095886	0.094409	0.058235	0.041505	3.710643	3.494076	-0.004199	0.005928	0.001674	-0.001626	-0.001666	0.001694	-0.003268	-0.013326	0.002499	-0.000837	-0.001658	222.762714	192.029815	264.808009	305.472723	290.528574	-172.522606	-181.085449	-183.208994	-161.678810	-209.284210	-152.165358	-174.823192	-207.895046	-127.983173	322.385686	0.000000
283.000000	3	-0.640889	33.246864	47.634053	-54.277169	27.867977	-53.941465	2.650911	2.195184	1.855126	1.653642	1.094180	0.795849	0.662252	0.342784	0.106540	0.086200	0.062395	0.045656	3.685401	3.625432	-0.002100	0.007622	0.000837	0.000000	-0.000833	0.000847	-0.000817	-0.016657	0.000000	-0.002510	-0.000829	227.283962	201.184453	263.282236	309.993971	295.105892	-166.419515	-181.085449	-183.208994	-163.185893	-213.861529	-162.714938	-174.823192	-209.402129	-129.508946	325.383451	0.000000
284.000000	3	-0.633259	33.346049	47.634053	-54.277169	27.873318	-53.956725	2.700616	2.160884	1.855126	1.653642	1.115635	0.785095	0.640889	0.321360	0.074578	0.090304	0.062395	0.045656	3.761128	3.572890	-0.004199	0.006775	0.000837	0.000000	-0.002499	0.002541	-0.003268	-0.011660	0.004164	-0.001673	0.000000	227.283962	202.710226	267.859554	308.486888	299.683211	-169.471060	-178.071283	-181.683221	-160.171727	-213.861529	-161.207855	-173.297420	-215.430460	-126.457400	332.877866	0.000000
285.000000	3	-0.625629	33.445235	47.639393	-54.246651	27.867977	-53.956725	2.717184	2.160884	1.855126	1.653642	1.126362	0.806604	0.630207	0.353496	0.085232	0.090304	0.066555	0.037355	3.811613	3.599161	-0.004199	0.005928	0.002510	0.000813	-0.001666	0.001694	-0.000817	-0.009994	0.004164	-0.001673	-0.000829	233.312294	198.132907	266.333781	311.501054	295.105892	-174.048379	-187.113780	-189.312086	-158.664645	-213.861529	-153.672440	-176.348965	-213.923377	-124.931627	331.378983	0.000000
286.000000	3	-0.633259	33.564257	47.634053	-54.261910	27.867977	-53.910947	2.717184	2.160884	1.897772	1.653642	1.115635	0.774340	0.640889	0.321360	0.117194	0.090304	0.070714	0.037355	3.811613	3.704246	-0.006299	0.007622	0.003347	0.000000	-0.001666	0.000847	-0.001634	-0.011660	0.004164	0.000837	-0.000829	231.805211	201.184453	270.911100	314.515220	296.631665	-175.574152	-185.606697	-184.734767	-166.200059	-212.335756	-159.700772	-182.452057	-212.416295	-131.034719	334.376748	0.000000
287.000000	3	-0.625629	33.623768	47.644734	-54.261910	27.867977	-53.926206	2.750320	2.160884	1.855126	1.696594	1.137089	0.785095	0.640889	0.332072	0.085232	0.094409	0.062395	0.037355	3.836855	3.651704	0.002100	0.007622	0.001674	0.001626	-0.000833	-0.000847	0.000000	-0.011660	0.002499	0.000837	-0.000829	234.819377	199.658680	278.539964	313.008137	301.208984	-175.574152	-187.113780	-189.312086	-163.185893	-219.964620	-165.729103	-176.348965	-209.402129	-127.983173	328.381217	0.000000
288.000000	3	-0.633259	33.742790	47.639393	-54.261910	27.873318	-53.941465	2.733752	2.160884	1.897772	1.696594	1.169271	0.774340	0.651570	0.332072	0.085232	0.102618	0.062395	0.045656	3.811613	3.546619	0.000000	0.006775	0.001674	0.000000	-0.002499	-0.000847	-0.002451	-0.011660	0.001666	0.001673	0.000829	233.312294	207.287544	272.436873	316.022303	296.631665	-170.996833	-185.606697	-184.734767	-160.171727	-213.861529	-161.207855	-173.297420	-213.923377	-131.034719	340.372280	0.000000
289.000000	3	-0.618000	33.841975	47.644734	-54.246651	27.867977	-53.941465	2.750320	2.229484	1.919095	1.696594	1.158544	0.774340	0.630207	0.321360	0.053270	0.086200	0.079034	0.045656	3.887340	3.677975	0.000000	0.007622	0.002510	0.016260	0.000000	0.001694	-0.002451	-0.013326	0.000833	0.001673	-0.000829	231.805211	207.287544	272.436873	323.557717	305.786302	-172.522606	-188.620863	-190.837858	-170.721307	-224.541939	-155.179523	-182.452057	-218.444626	-134.086264	334.376748	0.000000
290.000000	3	-0.640889	34.000671	47.639393	-54.277169	27.867977	-53.910947	2.750320	2.229484	1.876449	1.675118	1.137089	0.806604	0.640889	0.321360	0.085232	0.086200	0.079034	0.045656	3.912583	3.730517	-0.002100	0.006775	0.001674	0.017073	0.000000	0.001694	-0.001634	-0.011660	0.004164	0.000837	-0.001658	236.326460	211.864863	270.911100	322.050634	305.786302	-170.996833	-187.113780	-189.312086	-169.214225	-223.016166	-161.207855	-177.874738	-215.430460	-129.508946	337.374514	0.000000
291.000000	3	-0.648518	34.060183	47.650075	-54.277169	27.867977	-53.926206	2.800025	2.195184	1.919095	1.675118	1.147816	0.817359	0.651570	0.332072	0.095886	0.098514	0.070714	0.041505	3.937825	3.756789	-0.002100	0.005928	0.001674	0.015447	0.000000	0.001694	-0.001634	-0.009994	0.004164	0.001673	0.000829	231.805211	207.287544	278.539964	322.050634	307.312075	-169.471060	-191.635029	-190.837858	-164.692976	-219.964620	-155.179523	-176.348965	-222.965875	-127.983173	337.374514	0.000000
292.000000	3	-0.640889	34.139531	47.644734	-54.292428	27.867977	-53.895688	2.783457	2.229484	1.919095	1.632167	1.137089	0.817359	0.662252	0.353496	0.063924	0.094409	0.070714	0.053957	3.963068	3.704246	-0.002100	0.008469	0.000837	0.015447	-0.000833	0.000847	-0.004085	-0.011660	0.001666	0.001673	0.001658	237.833542	205.761771	273.962646	322.050634	307.312075	-180.151471	-190.127946	-192.363631	-167.707142	-218.438847	-164.222020	-176.348965	-222.965875	-131.034719	340.372280	0.000000
293.000000	3	-0.648518	34.238716	47.650075	-54.246651	27.857295	-53.895688	2.833161	2.195184	1.961742	1.718070	1.137089	0.785095	0.662252	0.332072	0.074578	0.094409	0.074874	0.049806	3.988310	3.756789	0.004199	0.009316	0.000837	0.015447	-0.000833	0.000847	-0.001634	-0.011660	0.000833	0.001673	0.000829	236.326460	214.916409	278.539964	325.064800	310.363621	-177.099925	-193.142111	-192.363631	-172.228390	-224.541939	-162.714938	-173.297420	-222.965875	-131.034719	344.868928	0.000000
294.000000	3	-0.633259	34.377575	47.655416	-54.292428	27.862636	-53.941465	2.833161	2.229484	1.940419	1.675118	1.137089	0.795849	0.662252	0.321360	0.063924	0.094409	0.074874	0.049806	3.963068	3.783060	-0.006299	0.007622	0.000000	0.014634	-0.000833	0.000000	-0.002451	-0.013326	0.002499	0.003346	0.000000	236.326460	211.864863	278.539964	328.078965	314.940940	-174.048379	-191.635029	-195.415177	-169.214225	-219.964620	-161.207855	-182.452057	-216.937543	-129.508946	344.868928	0.000000
295.000000	3	-0.633259	34.476760	47.666097	-54.261910	27.878658	-53.926206	2.849729	2.229484	1.919095	1.675118	1.169271	0.838868	0.672933	0.353496	0.063924	0.090304	0.074874	0.049806	4.013553	3.730517	-0.004199	0.009316	0.000837	0.016260	-0.000833	0.002541	-0.001634	-0.016657	0.002499	0.000000	0.000000	236.326460	202.710226	286.168829	328.078965	308.837848	-172.522606	-190.127946	-198.466723	-173.735473	-219.964620	-165.729103	-177.874738	-221.458792	-129.508946	346.367811	0.000000
296.000000	3	-0.633259	34.595782	47.644734	-54.277169	27.867977	-53.895688	2.849729	2.229484	1.919095	1.696594	1.179998	0.838868	0.683615	0.353496	0.063924	0.077990	0.070714	0.058107	3.963068	3.809331	-0.004199	0.006775	0.000837	0.016260	0.000000	0.000847	-0.003268	-0.015824	0.000000	0.000000	0.000829	236.326460	214.916409	281.591510	331.093131	314.940940	-177.099925	-194.649194	-199.992496	-166.200059	-219.964620	-161.207855	-180.926284	-225.980040	-132.560492	350.864460	0.000000
297.000000	3	-0.610370	34.675130	47.660756	-54.261910	27.862636	-53.941465	2.899434	2.298083	1.961742	1.718070	1.179998	0.849623	0.662252	0.364208	0.063924	0.094409	0.079034	0.041505	4.038795	3.861874	-0.004199	0.009316	0.000000	0.014634	-0.001666	0.000847	-0.004085	-0.016657	0.000833	0.001673	0.001658	243.861874	221.019500	286.168829	326.571883	316.466713	-178.625698	-191.635029	-196.940950	-172.228390	-226.067712	-167.236186	-179.400511	-222.965875	-132.560492	347.866694	0.000000
298.000000	3	-0.633259	34.774316	47.655416	-54.261910	27.862636	-53.926206	2.899434	2.263784	1.961742	1.696594	1.190725	0.849623	0.662252	0.364208	0.074578	0.098514	0.079034	0.041505	4.038795	3.835602	-0.008399	0.009316	0.001674	0.015447	0.000000	0.001694	-0.004085	-0.021654	0.000833	0.003346	0.000000	246.876040	213.390636	284.643056	338.628545	313.415167	-178.625698	-194.649194	-195.415177	-175.242556	-230.645030	-170.250352	-183.977830	-221.458792	-138.663583	352.363343	0.000000
299.000000	3	-0.625629	34.913175	47.660756	-54.261910	27.867977	-53.971984	2.866297	2.366683	2.004389	1.739546	1.201453	0.860378	0.662252	0.342784	0.085232	0.086200	0.083193	0.053957	4.114523	3.835602	-0.008399	0.006775	0.000000	0.014634	-0.002499	0.001694	-0.002451	-0.017490	0.002499	0.000000	0.000829	243.861874	216.442182	284.643056	335.614380	316.466713	-178.625698	-190.127946	-198.466723	-170.721307	-224.541939	-165.729103	-180.926284	-225.980040	-134.086264	353.862226	0.000000
300.000000	3	-0.633259	34.972686	47.666097	-54.246651	27.862636	-53.926206	2.949138	2.332383	2.047035	1.761022	1.212180	0.849623	0.683615	0.364208	0.095886	0.098514	0.083193	0.045656	4.114523	3.861874	-0.006299	0.007622	0.000837	0.013821	-0.001666	0.001694	-0.004085	-0.016657	0.003331	0.000000	0.000829	240.847708	217.967954	289.220375	337.121463	324.095577	-183.203016	-194.649194	-195.415177	-175.242556	-226.067712	-167.236186	-180.926284	-224.472957	-137.137810	356.859991	0.000000
301.000000	3	-0.625629	35.071871	47.666097	-54.261910	27.857295	-53.941465	2.965707	2.366683	2.025712	1.696594	1.212180	0.849623	0.683615	0.374920	0.085232	0.086200	0.087353	0.049806	4.089280	3.914416	0.000000	0.008469	0.001674	0.017073	-0.001666	0.000847	-0.003268	-0.019156	0.002499	-0.001673	0.000829	245.368957	219.493727	287.694602	337.121463	321.044031	-178.625698	-193.142111	-201.518269	-170.721307	-223.016166	-168.743269	-187.029376	-224.472957	-131.034719	353.862226	0.000000
302.000000	3	-0.618000	35.230567	47.666097	-54.292428	27.873318	-53.956725	2.899434	2.298083	2.068358	1.782498	1.212180	0.828114	0.672933	0.385632	0.074578	0.098514	0.095672	0.041505	4.139765	3.914416	-0.002100	0.007622	0.002510	0.017073	-0.001666	0.000847	-0.003268	-0.020821	0.001666	-0.002510	-0.001658	248.383122	221.019500	289.220375	341.642711	327.147123	-180.151471	-196.156277	-196.940950	-178.256722	-227.593485	-165.729103	-187.029376	-225.980040	-131.034719	361.356640	0.000000
303.000000	3	-0.640889	35.309915	47.655416	-54.261910	27.857295	-53.941465	2.916002	2.298083	2.068358	1.739546	1.212180	0.849623	0.694296	0.385632	0.095886	0.106723	0.099832	0.045656	4.139765	3.966959	-0.004199	0.006775	0.001674	0.016260	-0.001666	0.000000	-0.002451	-0.019156	0.002499	-0.003346	-0.000829	249.890205	221.019500	292.271920	343.149794	324.095577	-178.625698	-199.170443	-203.044041	-170.721307	-232.170803	-168.743269	-183.977830	-227.487123	-135.612037	355.361108	0.000000
304.000000	3	-0.640889	35.428938	47.655416	-54.277169	27.873318	-53.941465	2.932570	2.332383	2.089682	1.782498	1.212180	0.849623	0.694296	0.396344	0.117194	0.102618	0.108151	0.045656	4.165007	3.966959	0.000000	0.007622	0.002510	0.016260	-0.001666	-0.000847	-0.001634	-0.021654	0.001666	-0.000837	-0.003317	251.397288	221.019500	295.323466	341.642711	324.095577	-178.625698	-197.663360	-203.044041	-172.228390	-227.593485	-168.743269	-183.977830	-225.980040	-135.612037	364.354406	0.000000
305.000000	3	-0.640889	35.508286	47.660756	-54.292428	27.867977	-53.926206	3.015411	2.366683	2.068358	1.761022	1.244362	0.871133	0.694296	0.385632	0.074578	0.110828	0.103992	0.062258	4.190250	3.993230	-0.002100	0.008469	0.000837	0.014634	-0.001666	0.000847	-0.001634	-0.021654	0.004164	0.000000	-0.002488	249.890205	225.596819	295.323466	343.149794	327.147123	-175.574152	-200.677526	-198.466723	-173.735473	-229.119258	-173.264518	-187.029376	-232.008372	-140.189356	361.356640	0.000000
306.000000	3	-0.625629	35.587634	47.666097	-54.292428	27.862636	-53.926206	2.998843	2.366683	2.132328	1.761022	1.265816	0.871133	0.683615	0.396344	0.117194	0.102618	0.103992	0.053957	4.215492	3.966959	0.000000	0.008469	0.000837	0.015447	-0.001666	0.000000	-0.000817	-0.022487	0.003331	-0.000837	-0.002488	251.397288	222.545273	290.746148	341.642711	333.250214	-181.677243	-199.170443	-201.518269	-175.242556	-233.696576	-165.729103	-183.977830	-230.501289	-127.983173	367.352171	0.000000
307.000000	3	-0.633259	35.706656	47.655416	-54.277169	27.867977	-53.910947	3.015411	2.435282	2.089682	1.739546	1.222907	0.860378	0.715659	0.385632	0.106540	0.106723	0.103992	0.053957	4.240735	3.993230	-0.004199	0.007622	0.000837	0.015447	-0.002499	-0.000847	-0.001634	-0.020821	0.002499	-0.001673	-0.002488	251.397288	225.596819	293.797693	346.163960	331.724441	-187.780335	-197.663360	-201.518269	-179.763805	-232.170803	-168.743269	-190.080921	-232.008372	-140.189356	367.352171	0.000000
308.000000	3	-0.640889	35.786004	47.660756	-54.277169	27.867977	-53.926206	3.031979	2.366683	2.132328	1.761022	1.255089	0.871133	0.694296	0.374920	0.085232	0.094409	0.112311	0.041505	4.190250	3.993230	-0.004199	0.007622	0.001674	0.016260	-0.001666	-0.000847	0.000000	-0.023320	0.003331	-0.002510	-0.003317	255.918537	225.596819	299.900785	347.671043	333.250214	-186.254562	-206.705857	-204.569814	-178.256722	-227.593485	-171.757435	-188.555148	-227.487123	-138.663583	371.848820	0.000000
309.000000	3	-0.633259	35.885189	47.666097	-54.246651	27.857295	-53.926206	3.031979	2.298083	2.153652	1.739546	1.255089	0.871133	0.694296	0.396344	0.117194	0.110828	0.112311	0.041505	4.190250	4.019501	0.000000	0.005081	0.000837	0.015447	-0.001666	0.000000	-0.002451	-0.021654	0.002499	0.000837	-0.002488	258.932702	228.648365	302.952331	350.685208	333.250214	-181.677243	-199.170443	-203.044041	-178.256722	-232.170803	-171.757435	-187.029376	-227.487123	-140.189356	374.846586	0.000000
310.000000	3	-0.633259	35.964537	47.666097	-54.292428	27.851955	-53.941465	3.031979	2.366683	2.132328	1.803974	1.276543	0.881887	0.715659	0.428480	0.117194	0.102618	0.103992	0.049806	4.291220	4.098315	-0.004199	0.008469	-0.000837	0.015447	-0.002499	0.000000	0.000817	-0.024153	0.004997	-0.000837	-0.004146	255.918537	231.699910	306.003876	355.206457	333.250214	-184.728789	-203.691691	-198.466723	-178.256722	-230.645030	-168.743269	-193.132467	-235.022537	-141.715129	374.846586	0.000000
311.000000	3	-0.648518	36.083560	47.660756	-54.277169	27.857295	-53.941465	3.098252	2.400983	2.132328	1.803974	1.287271	0.903397	0.683615	0.385632	0.127848	0.114933	0.116471	0.049806	4.291220	4.124586	-0.002100	0.008469	0.000837	0.016260	-0.003333	0.000847	-0.002451	-0.026651	0.000000	-0.001673	-0.004146	260.439785	233.225683	295.323466	355.206457	334.775987	-190.831881	-199.170443	-210.672906	-184.285053	-230.645030	-171.757435	-193.132467	-233.515455	-141.715129	377.844351	0.000000
312.000000	3	-0.648518	36.202582	47.671438	-54.277169	27.857295	-53.941465	3.114820	2.435282	2.132328	1.803974	1.297998	0.892642	0.704978	0.396344	0.138502	0.106723	0.108151	0.045656	4.366947	4.072044	0.000000	0.007622	0.000000	0.016260	-0.002499	0.000000	-0.000817	-0.027484	-0.014158	0.000837	-0.000829	260.439785	230.174137	307.529649	358.220623	337.827533	-187.780335	-203.691691	-209.147133	-181.270887	-230.645030	-177.785766	-190.080921	-230.501289	-143.240902	379.343234	0.000000
313.000000	3	-0.633259	36.262093	47.671438	-54.261910	27.857295	-53.926206	3.081684	2.435282	2.153652	1.846925	1.276543	0.914151	0.704978	0.385632	0.106540	0.114933	0.108151	0.053957	4.341705	4.124586	-0.002100	0.008469	0.000837	0.017073	-0.001666	-0.001694	-0.001634	-0.027484	-0.014991	-0.000837	-0.003317	260.439785	230.174137	302.952331	359.727705	342.404852	-187.780335	-208.212940	-207.621360	-179.763805	-236.748122	-173.264518	-191.606694	-235.022537	-146.292447	379.343234	0.000000
314.000000	3	-0.640889	36.361278	47.676778	-54.307688	27.862636	-53.926206	3.131389	2.469582	2.174975	1.846925	1.287271	0.903397	0.683615	0.407056	0.117194	0.119037	0.112311	0.053957	4.341705	4.072044	-0.002100	0.008469	0.001674	0.014634	-0.003333	0.000000	-0.000817	-0.027484	-0.012493	-0.000837	0.000000	260.439785	231.699910	301.426558	359.727705	337.827533	-187.780335	-203.691691	-204.569814	-184.285053	-233.696576	-173.264518	-196.184013	-235.022537	-144.766675	374.846586	0.000000
315.000000	3	-0.633259	36.440626	47.666097	-54.261910	27.867977	-53.941465	3.147957	2.538182	2.217621	1.846925	1.297998	0.935661	0.715659	0.407056	0.117194	0.119037	0.116471	0.049806	4.366947	4.124586	-0.008399	0.009316	0.000000	0.015447	-0.002499	0.000000	-0.000817	-0.026651	-0.014991	-0.002510	0.000000	264.961034	239.328775	310.581195	365.756037	343.930625	-187.780335	-205.198774	-209.147133	-178.256722	-233.696576	-173.264518	-200.761331	-230.501289	-144.766675	379.343234	0.000000
316.000000	3	-0.640889	36.519974	47.671438	-54.307688	27.862636	-53.941465	3.147957	2.469582	2.238945	1.846925	1.297998	0.914151	0.726341	0.417768	0.138502	0.123142	0.108151	0.045656	4.417432	4.098315	-0.002100	0.008469	0.001674	0.015447	-0.002499	-0.000847	0.000000	-0.024153	-0.015824	-0.000837	-0.004975	263.453951	237.803002	309.055422	365.756037	342.404852	-190.831881	-203.691691	-209.147133	-191.820467	-236.748122	-176.278683	-188.555148	-233.515455	-144.766675	380.842117	0.000000
317.000000	3	-0.625629	36.638997	47.671438	-54.261910	27.857295	-53.926206	3.147957	2.538182	2.132328	1.911353	1.319452	0.924906	0.737022	0.396344	0.106540	0.119037	0.116471	0.037355	4.417432	4.124586	0.000000	0.009316	0.000000	0.015447	-0.001666	0.000000	-0.000817	-0.027484	-0.014158	-0.001673	-0.003317	267.975200	237.803002	315.158514	365.756037	348.507943	-192.357654	-205.198774	-210.672906	-184.285053	-241.325441	-171.757435	-196.184013	-235.022537	-143.240902	380.842117	0.000000
318.000000	3	-0.640889	36.718345	47.671438	-54.292428	27.862636	-53.971984	3.164525	2.435282	2.238945	1.868401	1.319452	0.935661	0.715659	0.407056	0.127848	0.119037	0.116471	0.045656	4.366947	4.150857	-0.002100	0.009316	0.000837	0.016260	-0.001666	-0.000847	-0.001634	-0.025818	-0.010827	-0.001673	-0.003317	272.496448	239.328775	316.684286	367.263120	340.879079	-193.883426	-202.184609	-209.147133	-184.285053	-236.748122	-179.292849	-194.658240	-236.529620	-143.240902	386.837649	0.000000
319.000000	3	-0.633259	36.777856	47.676778	-54.292428	27.867977	-53.926206	3.181093	2.503882	2.196298	1.846925	1.308725	0.924906	0.726341	0.417768	0.095886	0.123142	0.112311	0.053957	4.442675	4.177129	-0.002100	0.009316	0.002510	0.013821	-0.000833	0.000847	-0.002451	-0.024986	-0.011660	0.000000	-0.002488	263.453951	239.328775	312.106968	368.770202	353.085262	-195.409199	-205.198774	-212.198679	-185.792136	-239.799668	-182.307015	-193.132467	-241.050869	-144.766675	389.835414	0.000000
320.000000	3	-0.625629	36.896878	47.682119	-54.292428	27.867977	-53.987243	3.147957	2.538182	2.217621	1.825449	1.330180	0.946416	0.769066	0.417768	0.127848	0.119037	0.116471	0.045656	4.442675	4.203400	0.002100	0.008469	0.000837	0.013821	-0.000833	-0.000847	-0.001634	-0.027484	-0.012493	0.000837	0.000000	270.989365	242.380321	316.684286	367.263120	351.559489	-186.254562	-215.748354	-213.724452	-182.777970	-239.799668	-180.799932	-194.658240	-241.050869	-146.292447	388.336531	0.000000
321.000000	3	-0.633259	36.996063	47.692801	-54.277169	27.857295	-53.971984	3.214230	2.572481	2.217621	1.911353	1.330180	0.957170	0.747703	0.407056	0.138502	0.123142	0.116471	0.049806	4.417432	4.203400	0.000000	0.008469	0.002510	0.013821	-0.002499	0.000000	-0.003268	-0.024986	-0.015824	0.001673	-0.001658	270.989365	234.751456	319.735832	377.812700	348.507943	-195.409199	-212.734189	-206.095587	-188.806302	-235.222349	-176.278683	-202.287104	-235.022537	-146.292447	388.336531	0.000000
322.000000	3	-0.648518	37.095248	47.671438	-54.307688	27.857295	-53.956725	3.247366	2.572481	2.196298	1.868401	1.330180	0.967925	0.758385	0.439192	0.106540	0.119037	0.112311	0.053957	4.392190	4.255942	0.002100	0.010163	0.002510	0.020325	-0.002499	-0.001694	-0.001634	-0.026651	-0.014991	-0.001673	-0.000829	274.003531	245.431866	319.735832	371.784368	353.085262	-196.934972	-208.212940	-213.724452	-187.299219	-238.273895	-179.292849	-193.132467	-241.050869	-147.818220	395.830946	0.000000
323.000000	3	-0.633259	37.194433	47.682119	-54.292428	27.851955	-53.956725	3.230798	2.572481	2.260268	1.868401	1.351634	0.967925	0.779748	0.407056	0.117194	0.127247	0.128950	0.053957	4.467917	4.255942	0.000000	0.011010	0.000837	0.021138	-0.002499	0.000847	-0.001634	-0.028317	-0.014991	-0.001673	-0.000829	272.496448	245.431866	318.210059	373.291451	351.559489	-193.883426	-214.241271	-210.672906	-190.313385	-241.325441	-177.785766	-202.287104	-239.543786	-149.343993	392.833180	0.000000
324.000000	3	-0.633259	37.273782	47.692801	-54.277169	27.862636	-53.971984	3.263934	2.503882	2.217621	1.954305	1.362362	0.978680	0.779748	0.428480	0.117194	0.127247	0.116471	0.045656	4.392190	4.308485	-0.006299	0.010163	0.002510	0.021138	-0.002499	-0.000847	-0.001634	-0.026651	-0.014158	-0.000837	0.000829	272.496448	251.534958	325.838924	377.812700	359.188353	-198.460745	-208.212940	-216.775997	-184.285053	-242.851213	-182.307015	-196.184013	-241.050869	-147.818220	398.828711	0.000000
325.000000	3	-0.633259	37.372967	47.687460	-54.277169	27.862636	-53.941465	3.280502	2.503882	2.217621	1.954305	1.362362	0.978680	0.769066	0.471328	0.117194	0.135456	0.116471	0.049806	4.366947	4.282214	0.004199	0.010163	0.002510	0.020325	-0.002499	-0.000847	0.000000	-0.030815	-0.015824	-0.000837	0.000000	272.496448	245.431866	322.787378	379.319782	359.188353	-196.934972	-212.734189	-209.147133	-188.806302	-239.799668	-183.814098	-202.287104	-238.036703	-143.240902	397.329829	0.000000
326.000000	3	-0.625629	37.452315	47.682119	-54.261910	27.862636	-54.017762	3.247366	2.572481	2.281591	1.932829	1.373089	0.989434	0.769066	0.417768	0.138502	0.135456	0.120631	0.053957	4.493160	4.334756	0.000000	0.011010	0.004184	0.021138	-0.002499	0.002541	-0.000817	-0.031648	-0.014158	-0.002510	-0.000829	278.524780	243.906093	327.364697	382.333948	360.714126	-195.409199	-212.734189	-213.724452	-187.299219	-247.428532	-180.799932	-202.287104	-242.557952	-149.343993	395.830946	0.000000
